period,addressId,diceName,bet_count
2012-04-24 20:00,3524394,lessthan 32000,0
2012-04-24 20:00,3517636,lessthan 32768,2
2012-04-24 20:00,3517367,lessthan 48000,0
2012-04-24 21:00,3524394,lessthan 32000,1
2012-04-24 21:00,3517636,lessthan 32768,1
2012-04-24 21:00,3517367,lessthan 48000,1
2012-04-24 22:00,3524394,lessthan 32000,0
2012-04-24 22:00,3517636,lessthan 32768,1
2012-04-24 22:00,3517367,lessthan 48000,0
2012-04-24 23:00,3524394,lessthan 32000,0
2012-04-24 23:00,3517636,lessthan 32768,0
2012-04-24 23:00,3517367,lessthan 48000,0
2012-04-25 00:00,3524394,lessthan 32000,0
2012-04-25 00:00,3517636,lessthan 32768,36
2012-04-25 00:00,3517367,lessthan 48000,2
2012-04-25 01:00,3524394,lessthan 32000,0
2012-04-25 01:00,3517636,lessthan 32768,14
2012-04-25 01:00,3517367,lessthan 48000,1
2012-04-25 02:00,3524394,lessthan 32000,32
2012-04-25 02:00,3517636,lessthan 32768,6
2012-04-25 02:00,3517367,lessthan 48000,0
2012-04-25 03:00,3524394,lessthan 32000,51
2012-04-25 03:00,3517636,lessthan 32768,0
2012-04-25 03:00,3517367,lessthan 48000,0
2012-04-25 04:00,3524394,lessthan 32000,31
2012-04-25 04:00,3517636,lessthan 32768,3
2012-04-25 04:00,3517367,lessthan 48000,0
2012-04-25 05:00,3524394,lessthan 32000,39
2012-04-25 05:00,3517636,lessthan 32768,0
2012-04-25 05:00,3517367,lessthan 48000,0
2012-04-25 06:00,3524394,lessthan 32000,0
2012-04-25 06:00,3517636,lessthan 32768,0
2012-04-25 06:00,3517367,lessthan 48000,0
2012-04-25 07:00,3524394,lessthan 32000,0
2012-04-25 07:00,3517636,lessthan 32768,0
2012-04-25 07:00,3517367,lessthan 48000,0
2012-04-25 08:00,3524394,lessthan 32000,0
2012-04-25 08:00,3517636,lessthan 32768,0
2012-04-25 08:00,3517367,lessthan 48000,0
2012-04-25 09:00,3524394,lessthan 32000,5
2012-04-25 09:00,3517636,lessthan 32768,0
2012-04-25 09:00,3517367,lessthan 48000,0
2012-04-25 10:00,3524394,lessthan 32000,0
2012-04-25 10:00,3517636,lessthan 32768,0
2012-04-25 10:00,3517367,lessthan 48000,0
2012-04-25 11:00,3524394,lessthan 32000,0
2012-04-25 11:00,3517636,lessthan 32768,0
2012-04-25 11:00,3517367,lessthan 48000,1
2012-04-25 12:00,3524394,lessthan 32000,0
2012-04-25 12:00,3517636,lessthan 32768,0
2012-04-25 12:00,3517367,lessthan 48000,0
2012-04-25 13:00,3524394,lessthan 32000,10
2012-04-25 13:00,3517636,lessthan 32768,0
2012-04-25 13:00,3517367,lessthan 48000,0
2012-04-25 14:00,3524394,lessthan 32000,0
2012-04-25 14:00,3517636,lessthan 32768,0
2012-04-25 14:00,3517367,lessthan 48000,0
2012-04-25 15:00,3524394,lessthan 32000,0
2012-04-25 15:00,3517636,lessthan 32768,0
2012-04-25 15:00,3517367,lessthan 48000,0
2012-04-25 16:00,3524394,lessthan 32000,0
2012-04-25 16:00,3517636,lessthan 32768,0
2012-04-25 16:00,3517367,lessthan 48000,0
2012-04-25 17:00,3524394,lessthan 32000,0
2012-04-25 17:00,3517636,lessthan 32768,0
2012-04-25 17:00,3517367,lessthan 48000,0
2012-04-25 18:00,3524394,lessthan 32000,2
2012-04-25 18:00,3517636,lessthan 32768,0
2012-04-25 18:00,3517367,lessthan 48000,0
2012-04-25 19:00,3524394,lessthan 32000,0
2012-04-25 19:00,3517636,lessthan 32768,4
2012-04-25 19:00,3517367,lessthan 48000,0
2012-04-25 20:00,3524394,lessthan 32000,7
2012-04-25 20:00,3517636,lessthan 32768,1
2012-04-25 20:00,3517367,lessthan 48000,0
2012-04-25 21:00,3524394,lessthan 32000,6
2012-04-25 21:00,3517636,lessthan 32768,0
2012-04-25 21:00,3517367,lessthan 48000,0
2012-04-25 22:00,3524394,lessthan 32000,0
2012-04-25 22:00,3517636,lessthan 32768,0
2012-04-25 22:00,3517367,lessthan 48000,0
2012-04-25 23:00,3524394,lessthan 32000,8
2012-04-25 23:00,3517636,lessthan 32768,0
2012-04-25 23:00,3517367,lessthan 48000,0
2012-04-26 00:00,3524394,lessthan 32000,3
